_id|sort_order|name|name_de|name_fr|name_es|name_it|name_ja|goal|goal_de|goal_fr|goal_es|goal_it|goal_ja|hub|type|rank|goal_type|hunter_type|stars|location_id|time_limit|fee|reward|hrp|sub_goal|sub_goal_de|sub_goal_fr|sub_goal_es|sub_goal_it|sub_goal_ja|flavor|flavor_de|flavor_fr|flavor_es|flavor_it|flavor_ja|sub_reward|sub_hrp|permit_monster_id|metadata
111202|933|Thank-You Gift|Ein Omelette als Dankeschön|Cadeau de remerciement|Completando la receta sorpresa|Regalo di ringraziamento||Deliver 15 Unique Mushrooms|Liefere 15 Einmalige Pilze ab.|Livrer 15 champis spéciaux|Entrega 15 setas especiales|Consegna 15 funghi speciali||Guild|0|G|3|1|12|102|50|300|3000|240|None|-|Rien|Ninguno|Nessuno||I want to go collecting! And I know just what I want to purrocure! There's a special mushroom in the Verdant Hills, and I want some! I'll fry them with eggs and make a delicious breakfast for my favorite littermate! Purrlease say you'll find some for me!|In den Grünen Hügeln gibt es Einmalige Pilze, kennst du die? Die brauche ich! Die brate ich mit ein paar Eiern an und serviere sie dann meinem Bruder. Der ist der Beste! Als ich krank war, hat er sich um mich gekümmert. Jetzt will ich ihm danken! Hilfst du mir?|J'ai des envies de collecte ! Et plus précisément, j'ai des envies de champis spéciaux... Vous savez, les délicieux champis qui poussent dans les Collines verdoyantes ! Je compte les frire avec des œufs et me mijoter un chavoureux petit-déj ! Vous pouvez m'en chercher ?|¿Alguna vez has ido al bosque a recoger setas? ¡Dicen que en el Bosque Rocoso hay unas muy especiales! ¿Me podrías traer unas cuantas? ¡Le voy a hacer un revuelto a mi hermanito de camada que se va a chupar los bigotes!|È tempo di raccolta! E io so esattamente cosa mi occorre! C'è una varietà speciale di funghi che cresce sui colli verdi. Li farò saltati in padella insieme alle uova! Vedrai che colazione da leccarsi i baffi! Ti prego, vanne a cercare un po' per me!||0|0|0|1
111203|934|Royal Ludroth Manebreaker|Königs-Ludroth-Mähnenbrecher|Mort au roi|Arrancacrines de Ludroth Real|Spezzacriniera Ludroth reale||Wound R.Ludroth's mane|Verletze die Mähne des Königs-Ludroth.|Blesser la crinière du Ludroth royal|Hiere Lud. Real en la crin|Ferisci criniera Ludroth reale||Guild|0|G|0|1|12|4|50|500|4800|340|None|-|Rien|Ninguno|Nessuno||What up, brah! How's your part-smashin' game? Feelin' good about it? Hey, you ever tried a royal smash? It's a blast, brah. Find a Royal Ludroth and just smash its mane like there's no tomorrow. Seriously, take your Boomerang and give it a bash, brah.|Was geht, Kumpel? Haste in letzter Zeit ein paar Teile gebrochen? Saubere Sache! Hey, hast du dir schon mal 'nen Königs-Ludroth vorgenommen? Das macht Laune! Such dir einen und gib ihm ordentlich auf die Mähne, am besten mit dem Bumerang!|Yo, ça roule ? Le déchiquetage et le découpage, ça se passe ? Et la castagne à la royale, t'as essayé ? Trouve-toi un Ludroth royal et cogne, cogne, cogne sa crinière comme si c'était la dernière fois que tu cognais. Et c'est encore mieux au boomerang !|¿Cómo vas, colega? Espero que te estés hartando a partir patas y tal... ¿Lo has intentado ya con la realeza? Con el Ludroth Real lo que más mola es pegarles en la crin. En serio, píllate un bumerán y dale una buena tunda, ¡ya verás!|"Bella oh! Sei in vena di spaccare di brutto anche oggi? Che ne dici di una parte ""reale""? Ti piacerà, te l'assicuro! Scova un Ludroth reale e ferisci la sua criniera! Quel tuo 'rang servirà pure a qualcosa, no?"||0|0|0|0
111301|935|Laughter is Not the Best Antidote|Lachen ist nicht die beste Medizin|Rire n'est pas le meilleur antidote|La risa lo cura todo... o casi todo|La risata non è il migliore antidoto||Hunt an Iodrome|Erjage einen Iodrome.|Chasser 1 Iodrome|Caza un Iodrome|Caccia uno Iodrome||Guild|0|G|0|1|13|7|50|900|8100|400|None|-|Rien|Ninguno|Nessuno||GAHAHAHAHAHAHAHA! I went into a hunt in the Marshlands unprepared and just as I thought, the place was full of poison! Gahaha, poison central! I was supposed to take care of an Iodrome but really, that poison! Gahahaha! Would you mind hunting in my place?|GAHAHA! Bist du schon einmal ohne Vorbereitung ins Marschland gegangen? Ich schon! Und wie ich es mir dachte - alles voller Gift! GAHAHA! Ich sollte dort einen Iodrome jagen, aber so wird das nichts. Kannst du das nicht für mich übernehmen?|HAHAHAHA ! Je suis allé chasser dans les Marais, mais je m'étais pas préparé, et bien sûr, ça regorgeait de poison ! HAHA ! Je voulais étriper un Iodrome, mais rien à faire, avec ce poison... HAHAHA ! Vous pourriez vous en charger ?|"¡Ja, ja, ja, ja! Salí a cazar a la Ciénaga y, tal como me temía, ¡el sitio es venenosísimo! ¡Ja, ja, ja! En plan: ""Manténgase fuera del alcance hasta de los adultos"", ¿sabes? ¡Tóxico total! ¡Ja, ja! A ver quién se encarga ahora del Iodrome, porque yo... ¡Ja, ja, ja!"|AHAHAHAHAHAH! Sono andato a caccia nella palude senza prepararmi e, proprio come pensavo, quel posto era pieno di veleno! Ahahah! Dovevo occuparmi di uno Iodrome, ma quel veleno... Ahahah! Ti andrebbe di andarci al posto mio?||0|0|0|0
111302|936|Volcano Furrontier|Vulkangrenze|À la frontière du Volcan|Los límiautes del Volcán|Frontiera nel vulcano||Slay a total of 18 Ceanataurs or Uroktor|Erlege insgesamt 18 Ceanatauren oder Uroktor.|Tuer un total de 18 Ceanataur ou Uroktor|Abate un total de 18 Ceanataur o Uroktor|Uccidi 18 Ceanataur o Uroktor in totale||Guild|0|G|1|1|13|8|50|600|5400|340|None|-|Rien|Ninguno|Nessuno||You purrobably know the drill by meow, Hunter, but we need to ask you for help again. This time it's Uroktor and Ceanataurs. It seemed like a good idea at the time! Anyway, we're really hoping to have the last laugh on this one, so...help? Purrlease?|Wir brauchen wieder deine Hilfe. Uroktor und Ceanatauren wollen erlegt werden. Felleicht haben wir uns hier etwas übernommen... Aber wer zuletzt lacht, lacht am besten, und das werden wir sein - wenn du uns hilfst, jedenfalls. Können wir auf deine Pfote zählen?|Vous commencez à avoir l'habitude, mais nous avons encore besoin de vous. Cette fois, il s'agit de couper en miaourceaux des Ceanataur et des Uroktor. Au début, chat semblait être une bonne idée... Miaoutenant, la bonne idée, ce serait d'en finir !|Ya sabes lo que te voy a pedir, ¿miau? Esta vez son Uroktor y Ceanataur. Sí, lo sé... El plan no parecía tan malo cuando nos pusimos en marcha. Pero, a estas alturas, no nos vas a dejar en la esgatada, ¿verdad?|Forrrse non c'è bisogno neanche di chiedertelo, ma ci serve di nuovo il tuo aiuto. Stavolta si tratta di un Uroktor e di un Ceanataur. Credevamo fosse facile, invece... ci serve la tua abilità per uscire vittoriosi. Che ne dici? Ci aiuterai?||0|0|0|0
111303|937|Lucky Jungle Cat|Dschungel-Glückskatze|Chat de jungle chanceux|Gato de jungla afortunado|Gattofortuna della giungla||Earn 5000 Wycademy Points|Sammle 5000 Wykademie-Punkte.|Obtenir 5000 points Wycadémie|Gana 5.000 puntos de la Wycademia|Ottieni 5000 punti Wyccademia||Guild|0|G|3|1|13|23|50|900|9000|300|None|-|Rien|Ninguno|Nessuno||Oh, it's the lucky Prowler again. If you believe in such things. Luck, I mean. Obviously, I believe in Prowlers... Anyway, will you do me a favor? I'm so in love with the Jungle recently, so will you make a delivery there for me? Just deliver whatever, it's not important.|Oh, der Glückspirscher wieder. Also, wenn man an so was glaubt. An Glück. Egal, kannst du mir noch mal helfen? Seit Kurzem liebe ich den Dschungel und möchte etwas dorthin geliefert bekommen. Und zwar völlig egal, was!|Oh, mais c'est le Miaroudeur qui porte bonheur ! Vous croyez à la chance ? Dans ce cas, vous pourriez peut-être livrer quelque chose dans la Jungle pour moi ! Moi, je crois à la Jungle. Livrez n'importe quoi, peu importe !|No me atrevería a pedirle esto a otro: eres mi gatador de la suerte, lo sabes, ¿verdad? Y mira que yo no creo en eso. En la suerte, me refiero. ¡En los gatadores sí creo! Y más en ti. Bueno, ¿qué te iba yo a pedir? ¡Ah, sí! Algo de la jungla, por favor.|Ehi, la dea bendata ti sorride ancora? Io credo nei cacciamiao, ma per quanto riguarda la fortuna... Bisogna che me la dimostri con un altro favore! Faresti una consegna nella giungla per me? Qualsiasi cosa andrà bene.||0|0|0|2
111304|938|Nerscylla Hidebreaker|Nerscylla-Panzerbrecher|À bas la Nerscylla|Rajapieles de Nerscylla|Spezzapelle Nerscylla||Wound Nerscylla's hide|Nerscylla-Außenhaut verletzen|Blesser la peau de la Nerscylla|Hiere la piel del Nerscylla|Ferisci la pelle del Nerscylla||Guild|0|G|0|1|13|13|50|600|6000|420|None|-|Rien|Ninguno|Nessuno||How's the part-breaking going, brah? Great! That's excellent to hear. Next up I think you should tackle a Nerscylla. Mount it or use a Boomerang, that's my advice to a fellow breaker! Hope you're not afraid of spiders! Haha...ha ha...ha...*shudder*.|Wie läuft's mit dem Teilebrechen, Kumpel? Alles gut soweit? Gut, ich hab nämlich 'ne neue Aufgabe für dich: Nimm dir 'nen Nerscylla vor. Spring auf ihn drauf oder bearbeite ihn mit 'nem Bumerang. Das ist mein Tipp!|Yo ! L'étripage et la lacération, ça avance ? Cool. Tu pourrais mettre une Nerscylla en morceaux, cette fois-ci ? Conseil : grimpe dessus ou jettes-y ton boomerang. Entre brise-truc, on se serre les coudes ! Au fait, t'as pas peur des araignées ?|Llevas la destrucción en las venas, ¡como yo! Creo que deberías probar con un Nerscylla, ¡es la bomba! Te puedes montar encima o, si te dan grima los arácnidos, atizarle con un bumerán, como más coraje te dé. ¡Ya me contarás qué tal!|Bella, oh! Anche oggi si spacca di brutto? Allora vedi di beccare un Nerscylla! Cavalcalo o usa un 'rang, questo è il mio consiglio! Spero che non ti prenda la strizza dei ragni! Ahahah! Brrr...||0|0|0|0
111401|939|Lagiacrus Headbreaker|Lagiacrus-Kopfzerbrechen|Casse-tête de Lagiacrus|Rompecabezas Lagiacrus|Spaccatesta Lagiacrus||Wound Lagiacrus's head|Verletze den Kopf des Lagiacrus.|Blesser la tête du Lagiacrus|Hiere Lagiacrus en la cabeza|Ferisci la testa del Lagiacrus||Guild|0|G|0|1|14|6|50|700|6900|570|None|-|Rien|Ninguno|Nessuno||"I found a boy, but he just said ""Lagiacrus! Break its head!"" Would it be too much to ask for you to take this violent task?"|Auf der Ödnis-Insel habe ich ein kleines Kerlchen gefunden. Er bat darum, den Kopf eines Lagiacrus zu brechen. Klingt etwas brutal, aber könntest du dich darum kümmern?|"J'ai croisé un gamin qui ne faisait que brailler ""Un Lagiacrus ! Brisez-lui le crâne !"" Je peux vous demander de régler ce problème ?"|"Conocí a un cachorro que me dijo: ""¡Pártele el morro cual botijo!"". Hablaba de un Lagiacrus, lo vi yo misma. Tú tienes tanto valor como carisma. ¿Por qué no lo buscas y le partes la crisma?"|"Ho trovato un ragazzo, ma non faceva altro che ripetere: ""Quel Lagiacrus! Qualcuno gli spacchi la testa!"" Puoi occuparti tu di questa violenta missione, se non chiedo troppo?"||0|0|0|0
111402|940|Ninjadromes|Ninjadrome|Les Giadrome ninjas|Los Giadrome ninjas|Nin... Giadrome||Hunt 2 Giadrome|Erjage 2 Giadrome.|Chasser 2 Giadrome|Caza 2 Giadrome|Caccia 2 Giadrome||Guild|0|G|0|1|14|14|50|900|9000|600|None|-|Rien|Ninguno|Nessuno||Using the snow as cover for their hostile incursions? These beasts have more guile than I gave them credit for. Almost ninja-like in their cunning! I fear you will need all your wits to take them out, Prowler.|Die Monster greifen unter dem Deckmantel des Schnees an. Welch List! Fast wie die eines Ninjas! Es wird all deiner Schläue bedürfen, ihrer Herr zu werden, Pirscher.|Se cacher sous la neige pour mener à bien leurs incursions hostiles ? Ces bestioles en ont plus dans le citron que j'aurais cru... Ce sont des ninjas dans l'âme, en fait ! On dirait que vous allez devoir faire preuve d'ingéniosité si vous voulez les mettre au pas.|Estas bestias son muy ladinas... ¡Se aprovechan de la nieve para pasar desapercibidas y hacer sus incursiones sin ser vistas! ¡Son como ninjas! Vas a necesitar de toda tu astucia para ventilártelas...|E così quelle bestiacce si servono della neve come copertura per le loro incursioni ostili, eh? Un'astuzia paragonabile a quella di un ninja! Temo proprio che per avere la meglio su di loro dovrai mettercela tutta.||0|0|0|0
111403|941|Seltas Spat|Schiefer Haussegen bei Seltas|Dispute de Seltas|Por darle un capricho|Battibecco tra Seltas||Hunt a Seltas|Erjage einen Seltas.|Chasser 1 Seltas|Caza un Seltas|Caccia un Seltas||Guild|0|G|0|1|14|101|50|800|7800|500|None|-|Rien|Ninguno|Nessuno||Y'know, Prowler, even husbands out in nature have it tough. The other day, in the Jurassic Frontier, I saw a poor Seltas being literally manipulated by his wife. I believed in love, Prowler! Tell me it gets better than this! Listen, how about you hunt that Seltas for me?|Neulich habe ich einen Seltas gesehen, der von seiner Frau fertiggemacht wurde. Selbst in der Natur gibt es wohl unglückliche Ehen! Ich kann mir das nicht ansehen! Bitte, Pirscher, kannst du den Seltas nicht jagen?|La vie maritale n'est pas plus facile pour les animaux... L'autre jour à la Frontière jurassique, j'ai vu un pauvre Seltas qui avait l'air manipulé par sa compagne... Je crois en l'amour, moi ! Dites-moi que ça ne finit pas toujours ainsi ! Et allez donc chasser ce Seltas au passage !|Ah, gatador, la vida del casado no es fácil. Mi mujer se empeña en que quiere que le cace un Seltas en la Fronda Arcaica. ¡Con el miedo que dan! Pero a ella le hace tanta ilusión... ¿Tú no podrías ayudarme a darle ese capricho?|Ehilà, cacciamiao! La vita coniugale non è facile per nessuno, sai? L'altro giorno, per esempio, ero alla frontiera giurassica e ho visto un povero Seltas venire comandato a bacchetta dalla moglie! Prova a cacciarlo, così almeno potrà sperare in una via d'uscita.||0|0|0|0
111404|942|Gravios Backbreaker|Gravios-Panzerbrecher|Craignos, le Gravios|Rompespaldas de Gravios|Spaccadorso Gravios||Wound Gravios's back|Verletze den Rücken des Gravios.|Blesser le dos du Gravios|Hiere al Gravios en el lomo|Ferisci il dorso del Gravios||Guild|0|G|0|1|14|12|50|700|6900|570|None|-|Rien|Ninguno|Nessuno||Hey brah! Still smashin' those parts? That's what we like to hear! I think you're ready to take on some Gravios armor! Even I have trouble with this one -- no, no, it's true! Just try and mount it and see what happens, that's my best advice to you, brah.|Hey! Immer noch fleißig am Teile- brechen? Sehr gut, so soll das sein! Wie wär's, wenn du dir mal 'nen Gravios vornimmst und dem ordentlich auf den Rücken klopfst? Keine leichte Nummer, aber hier ist 'n Tipp: Spring auf ihn drauf!|Yo, ça roule ? Le charcutage et le dépeçage, ça se passe ? Ah, ça fait plaisir à entendre ! Tu devrais hacher menu un Gravios maintenant ! Même moi, je trouve ça balèze... Si, si, je te jure ! Essaie de lui grimper dessus et... avise ! De rien, c'est un conseil gratuit !|No es fácil partirle nada a los Gravios, ¡parece que estén acorazados! Pero todo es ponerse, oye: te montas encima y le pegas hasta que lo revientes, ¿lo pillas? ¡Consejo de destructor!|Bella, oh! Si spacca di brutto anche oggi? Così ti voglio! Sei sul pezzo per spezzare l'armatura di un Gravios! Pensa che perfino io ho qualche difficoltà a farlo! Dico sul serio! Prova a cavalcarlo e vedi come butta, questo è il consiglio migliore che posso darti.||0|0|0|0
111405|943|Meownster Hunter Ultimate|Miaunster-Jäger Ultimate|Miaonster Hunter Ultimate|Cazamiaunstruo Ultimate|Miaonster Hunter Ultimate||Hunt all large monsters|Erjage alle großen Monster.|Chasser tous les grands monstres|Caza a todos los monstruos grandes|Caccia tutti i mostri grandi||Guild|0|G|5|1|14|9|50|1500|15000|1000|None|-|Rien|Ninguno|Nessuno||I have nothing left to teach you. My part in your journey may be over, but I have no doubt that you will continue to improve and climb higher and higher. So go! Go and show the world what a real Prowler can do!|Es gibt nichts, was ich dich noch lehren könnte. Ab hier beschreitest du den Pfad des Pirschers allein, doch ich bin sicher, du wirst über dich hinaus- wachsen. Nun geh! Zeige der Welt die wahre Kraft eines Pirschers!|Je n'ai plus rien à vous apprendre. Votre périple se poursuivra sans ma compagnie, mais je ne doute pas que vous continuerez votre ascension. Alors bonne chance ! Montrez au monde ce qu'un Miaroudeur sait faire !|Ya no me queda nada que enseñarte, pero aunque aquí acabe mi trecho, tu camino continúa. ¡Sigue aprendiendo más y más hasta llegar a lo más alto! ¡Enséñale al mundo de lo que es capaz un auténtico gatador!|Non ho più niente da insegnarti. Il mio ruolo nel tuo viaggio può anche essere finito, ma senza dubbio continuerai a migliorare e andare sempre più in alto. Vai, adesso! Vai e fai vedere al mondo di cosa sono capaci dei veri cacciamiao!||0|0|0|0
120001|1183|Grudge Match: Great Maccao|Zweikampf: Groß-Maccao|Revanche : Grand Maccao|Arena: Gran Maccao|Arena: Gran Maccao||Slay a Great Maccao|Erlege einen Groß-Maccao.|Tuer 1 Grand Maccao|Abate un Gran Maccao|Uccidi un Gran Maccao||Arena|0|LR|1|1|2|9|50|0|900|0|None|-|Rien|Ninguno|Nessuno||To think, lil' Greenhorn taking on a Great Maccao! I'm moved... Just like YOU should do when a Great Maccao tries to jump-kick you in the face! Support: Fighting, Protection, Healing, Bombing, Gathering|Ein Grünschnabel gegen einen Groß-Maccao? Rührend. Und rühren solltest du dich, wenn der Groß-Maccao zum Sprung ansetzt, um dir den Kopf abzureißen! Unterstützung: Kämpfen, Schutz, Heilen, Bombardieren, Sammeln|Dire que vous allez vous mesurer à un Grand Maccao, vous, Blanc-bec ! Restez bien mobile, surtout ! Classe : Soldat, Soigneur, Protecteur, Bombardeur, Chapardeur|Y pensar que este novato se va a enfrentar a un Gran Maccao... Conmovedor. Y moverte es lo que deberías hacer cuando vaya a por ti. Apoyo: combate, protección, curación, bombardero, recogida.|L'incapace contro il Gran Maccao! Sono colpito... Come lo sarai tu se non eviterai i suoi calci volanti! Supporto: Combattimento, Protezione, Cura, Bombardiere, Raccolta||0|0|0|0
120002|1184|Grudge Match: Gypceros|Zweikampf: Gypceros|Revanche : Gypceros|Arena: Gypceros|Arena: Gypceros||Slay a Gypceros|Erlege einen Gypceros.|Tuer 1 Gypceros|Abate un Gypceros|Uccidi un Gypceros||Arena|0|LR|1|1|3|9|50|0|900|0|None|-|Rien|Ninguno|Nessuno||This time, you're up against a Gypceros! Be careful: They're clever, and will sometimes play dead. Don't end up as monster chow! That's an order! Support: Charisma, Fighting, Protection, Healing, Gathering|Diesmal geht es gegen einen Gypceros! Sei vorsichtig: Sie sind schlau und stellen sich manchmal tot. Ende nicht als Monsterhappen. Unter- stützung: Charisma, Kämpfen, Schutz, Heilen, Sammeln|Vous allez combattre un Gypceros. Ils sont futés. Parfois, ils font le mort. Ne vous faites pas croquer. Classe : Leader, Soldat, Protecteur, Soigneur, Chapardeur|Esta vez te enfrentarás a un Gypceros. Ten cuidado: son listos y a veces se hacen los muertos. ¡No acabes en su barriga! ¡Es una orden! Apoyo: carisma, combate, protección, curación, recogida.|Stavolta dovrai affrontare un Gypceros! Ricorda, a volte si fingono morti. E non farti mangiare, è un ordine! Supporto: Comando, Cura, Combattimento, Protezione, Raccolta||0|0|0|0
120003|1185|Grudge Match: Bird Wyverns|Zweikampf: Vogelwyvern|Revanche : Wyverne rapace|Arena: wyverns pájaro|Arena: Wyvern rapaci||Slay a Gendrome and an Iodrome|Erlege einen Gendrome und einen Iodrome.|Tuer 1 Gendrome Tuer 1 Iodrome|Abate un Gendrome y a un Iodrome|Uccidi un Gendrome e uno Iodrome||Arena|0|HR|1|1|6|9|50|0|2700|0|None|-|Rien|Ninguno|Nessuno||All right, Greenhorn! You're up against not one, but TWO Bird Wyverns that use Poison and Paralysis! Shaking in your boots? If so, bring a friend! Support: Charisma, Fighting, Healing, Bombing, Gathering|Also, Grünschnabel. Diesmal geht's gleich gegen ZWEI Wyvern, die Gift und Lähmung verwenden. Zitterst du schon? Falls ja, dann bring einen Freund mit! Unterstützung: Charisma, Kämpfen, Heilen, Bombardieren, Sammeln|Vous allez affronter non pas une, mais deux wyvernes rapaces avec Poison et Paralysie. Faites appel à un allié ! Classe : Leader, Soldat, Soigneur, Bombardeur, Chapardeur|Vale, novato. Te toca contra no uno, sino dos wyverns pájaro que usan veneno y parálisis. ¿Asustado? ¡Pues tráete a un amigo! Apoyo: carisma, combate, curación, bombardero, recogida.|Incapace! Dovrai affrontare due wyvern rapaci in grado di avvelenare a paralizzare! Hai paura? Porta un alleato con te! Supporto: Comando, Combattimento, Cura, Bombardiere, Raccolta||0|0|0|0
120004|1186|Grudge Match: Barroth|Zweikampf: Barroth|Revanche : Barroth|Arena: Barroth|Arena: Barroth||Slay a Barroth|Erlege einen Barroth.|Tuer 1 Barroth|Abate un Barroth|Uccidi un Barroth||Arena|0|HR|1|1|7|9|50|0|2700|0|None|-|Rien|Ninguno|Nessuno||Looking to push yourself beyond your limits? Then try this Barroth on for size! If the mud bothers you, you should be upping your Palico Skill game! Support: Charisma, Protection, Assisting, Bombing, Beast|Willst du über deine Grenzen hinausgehen? Dann versuch dich mal an diesem Barroth! Wenn der Schlamm dich stört, brauchst du Kameraden- fähigkeiten. Unterstützung: Charisma, Schutz, Assistieren, Bombardieren, Untier|Vous voulez repousser vos limites ? Alors ce Barroth est fait pour vous ! Et si la boue vous gêne, pensez à utiliser vos talents Palico ! Classe : Leader, Protecteur, Traqueur, Bombardeur, Bestial|¿Quieres ponerte a prueba? ¡Este Barroth es un buen desafío! Si notas que el barro te molesta, es momento de sacarles más partido a las habilidades de camarada. Apoyo: carisma, protección, asistencia, bombardero, bestia.|Stai cercando un mostro per metterti alla prova? Allora sfida questo Barroth! Se il fango ti dà fastidio, sfrutta le abilità compagno per affrontare il problema! Supporto: Comando, Protezione, Assistenza, Bombardiere, Belva||0|0|0|0
120005|1187|Grudge Match: Tetsucabra|Zweikampf: Tetsucabra|Revanche : Tetsucabra|Arena: Tetsucabra|Arena: Tetsucabra||Slay a Tetsucabra|Erlege einen Tetsucabra.|Tuer 1 Tetsucabra|Abate un Tetsucabra|Uccidi un Tetsucabra||Arena|0|G|1|1|11|9|50|0|3600|0|None|-|Rien|Ninguno|Nessuno||Want to ensure your legend lives on forever? Then just take down this Tetsucabra and your wish will be granted! Keep an eye on your foe to spot shortcuts to victory! Support: Fighting, Assisting, Healing, Gathering, Beast|Willst du, dass deine Legende für immer weiterlebt? Dann erlege einfach diesen Tetsucabra! Behalte deinen Gegner im Auge, um einen schnellen Weg zum Sieg zu finden. Unterstützung: Kämpfen, Assistieren, Heilen, Sammeln, Untier|Vous voulez que votre nom figure dans les légendes ? Alors venez à bout de ce Tetsucabra et votre souhait sera exaucé ! Ne lâchez surtout pas votre adversaire des yeux ! Classe : Soldat, Traqueur, Soigneur, Chapardeur, Bestial|¿Quieres que tu nombre sea recordado para siempre? Enfréntate a este Tetsucabra y tu sueño se hará realidad. ¡Observa bien a tu enemigo y quizá detectes algún atajo hacia la victoria! Apoyo: combate, asistencia, curación, recogida, bestia.|Vuoi che il tuo nome sia ricordato per sempre? Allora abbatti questo Tetsucabra e il tuo desiderio sarà esaudito. Tienilo sempre d'occhio e impara qualche trucco per vincere! Supporto: Combattimento, Assistenza, Cura, Raccolta, Belva||0|0|0|0
120006|1188|Grudge Match: Congalala|Zweikampf: Congalala|Revanche : Congalala|Arena: Congalala|Arena: Congalala||Slay a Congalala|Erlege einen Congalala.|Tuer 1 Congalala|Abate un Congalala|Uccidi un Congalala||Arena|0|G|1|1|12|10|50|0|3600|0|None|-|Rien|Ninguno|Nessuno||Ever wanted to show off your full strength regardless of all propriety? The Congalala knows how you feel! This fragrant foe has many aromatic advantages, so use your head! Support: Charisma, Protection, Assisting, Bombing, Beast|Wolltest du schon immer mal deine ganze Stärke zeigen, ohne dich zurückzuhalten? Der Congalala kann dieses Gefühl nachvollziehen! Beweise bei diesem Gegner ein gutes Näschen! Unterstützung: Charisma, Schutz, Assistieren, Bombardieren, Untier|Vous avez déjà eu envie de vous défouler sans réfléchir aux conséquences ? Le Congalala aussi ! Cet adversaire a des techniques... odorantes, alors respirez calmement ! Classe : Leader, Protecteur, Traqueur, Bombardeur, Bestial|¿Alguna vez has querido mostrar toda tu fuerza sin que importara el qué dirán? El Congalala conoce esa sensación. ¡Usa la cabeza, respira hondo y que no te falle el olfato! Apoyo: carisma, protección, asistencia, bombardero, bestia.|Vuoi scatenarti e mettere in mostra tutta la tua potenza? Ogni tanto ci vuole. Il Congalala percepisce le tue emozioni e sa come usare a suo vantaggio certi odori... Usa la testa! Supporto: Comando, Protezione, Assistenza, Bombardiere, Belva||0|0|0|0
1010004|1189|A Season for Lava|Lava-Saison|Éruption volcanique|Una temporada de lava|La stagione della lava||Hunt 2 before time expires or deliver a Paw Pass Ticket|Erjage 2 Uragaan oder gib einen Tatzenpass ab.|Chasser 2 Uragaan ou livrer un ticket Passechat|Caza 2 antes del tiempo o entrega un ticket zarpa|Caccia 2 Uragaan o consegna buono pass-zampa||Event|0|LR|4|0|3|8|50|1200|11700|630|Deliver 2 Wyvern Tears|2 Wyverntränen abliefern|Livrer 2 larmes de wyverne|Entrega 2 lágrimas de wyvern|Consegna 2 lacrime wyvern||Hehehe! This is quite the haul! A group of Uragaan've shown up near the Volcano! We can pick 'em off at our leisure! Although, there're a few too many for me to face alone. Think ya can give me a hand?|Hehehe! Ein hübscher Fang! Am Vulkan wurde eine Gruppe Uragaan gesichtet. Leichte Beute durch und durch! Aber für mich allein ein paar zu viele, packst du mit an?|Hé hé ! Cette fois, c'est le gros lot ! Un groupe d'Uragaan est apparu près du Volcan ! Bref, y'a plus qu'à, mais ils sont trop nombreux pour moi. Vous me donnez un coup de main ?|¡Ja, ja! ¡Menudo botín! Un grupo de Uragaan ha aparecido en el Volcán. ¡Los tenemos en nuestras manos! Aunque quizá sean muchos para ir solo. ¿Me echas una mano?|Eh eh eh! Che occasione! Vicino al vulcano è comparso un branco di Uragaan! Io dico di fare man bassa! D'altra parte, non posso sconfiggerli tutti da solo. Perché non mi dai una mano tu?||1200|60|0|0
1010101|1202|Crows: The Black Crows|Crows: Die schwarzen Krähen|Crows : les corbeaux noirs|Crows: cuervos negros|Crows: I corvi neri||Hunt 2 Yian Garuga|Erjage 2 Yian Garuga.|Chasser 2 Yian Garuga|Caza 2 Yian Garuga|Caccia 2 Yian Garuga||Event|0|HR|0|0|7|101|50|1300|12600|800|Deliver 1 Large Wyvern Tear|1 Große Wyvernträne abliefern|Livrer 1 grosse larme wyverne|Entrega 1 lágrima de wyvern G|Consegna una g.lacrima wyvern||There's some weirdos makin' trouble in this area. I don't care why they're here, they just need to get gone! Think you can do somethin' 'bout it? If you do, I might give you somethin' good.|Ein paar schräge Vögel machen die Gegend unsicher. Mir ganz egal, was die hier machen, aber sie müssen verschwinden! Meinst du, du kannst da was tun? Wenn ja, kriegst du was Gutes von mir.|Des types bizarres font des leurs dans la région. Je ne veux pas savoir pourquoi, ils doivent s'en aller, point final ! Vous pourriez intervenir ? Je saurai me montrer généreux !|Unos tipos raros están causando problemas. No sé qué hacen aquí, pero quiero que se vayan. ¿Crees que puedes encargarte de ello? Si lo consigues, puede que tenga algo a cambio...|Un gruppo di stramboidi sta seminando scompiglio in zona. Non so perché siano qui, ma devono andarsene subito! Credi di potermi aiutare? Se accetti, ti offrirò una degna ricompensa...||2700|80|0|0
